fips,state,county,minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability
16085,Idaho,Valley,0.0121,0.0,0.3505,0.4865,0.4893,0.0497,0.4706,0.1888,0.0809
16087,Idaho,Washington,0.5899,0.8443,0.4623,0.4578,0.7326,0.2496,0.3493,0.3524,0.8313
17001,Illinois,Adams,0.2849,0.2365,0.7084,0.1869,0.1573,0.6154,0.5486,0.3372,0.2776
17003,Illinois,Alexander,0.7975,0.1805,0.7931,0.6622,0.7921,0.9475,0.765,0.9943,0.9959
17005,Illinois,Bond,0.4193,0.1977,0.5966,0.6068,0.6912,0.6587,0.928,0.929,0.4938
17007,Illinois,Boone,0.6476,0.8797,0.6476,0.2114,0.6692,0.2763,0.063,0.199,0.4339
17009,Illinois,Brown,0.6266,0.4088,0.4059,0.4518,0.7154,0.5339,0.9911,0.7991,0.334
17011,Illinois,Bureau,0.3954,0.6227,0.6046,0.1461,0.3604,0.5193,0.2681,0.2139,0.3219
17013,Illinois,Calhoun,0.0111,0.0,0.1191,0.4935,0.6046,0.4537,0.5651,0.3467,0.1611
17015,Illinois,Carroll,0.2264,0.531,0.5642,0.1751,0.2404,0.4537,0.3594,0.1732,0.1665
17017,Illinois,Cass,0.6202,0.9284,0.5498,0.5807,0.646,0.5801,0.3381,0.5874,0.681
17019,Illinois,Champaign,0.7096,0.7393,0.9838,0.1566,0.8179,0.9411,0.8978,0.9841,0.4741
17021,Illinois,Christian,0.1366,0.1197,0.6301,0.219,0.1254,0.4877,0.8255,0.3703,0.2986
17023,Illinois,Clark,0.0427,0.2133,0.269,0.5342,0.4811,0.1261,0.3419,0.1592,0.3203
17025,Illinois,Clay,0.0586,0.4674,0.1394,0.767,0.8004,0.313,0.6145,0.5533,0.5205
17027,Illinois,Clinton,0.3107,0.3095,0.3999,0.5164,0.1878,0.234,0.8364,0.3187,0.1293
17029,Illinois,Coles,0.3244,0.4346,0.8975,0.2346,0.1611,0.6425,0.9016,0.6667,0.4164
17031,Illinois,Cook,0.9182,0.9532,0.9863,0.0258,0.8491,0.9882,0.4371,0.8742,0.6937
17033,Illinois,Crawford,0.3286,0.533,0.1429,0.4429,0.2356,0.3814,0.9064,0.2884,0.2904
17035,Illinois,Cumberland,0.035,0.0,0.1414,0.6046,0.5734,0.4734,0.2232,0.2515,0.3015
17037,Illinois,DeKalb,0.5989,0.7329,0.9287,0.093,0.7214,0.5339,0.8179,0.7966,0.5272
17039,Illinois,De Witt,0.1461,0.4034,0.5018,0.2455,0.2738,0.1404,0.3916,0.0968,0.1003
17041,Illinois,Douglas,0.3403,0.7205,0.5244,0.1964,0.5024,0.9023,0.1544,0.3652,0.3085
17043,Illinois,DuPage,0.7173,0.8835,0.9694,0.0064,0.6479,0.2206,0.2913,0.2999,0.1579
17045,Illinois,Edgar,0.0248,0.2993,0.4709,0.3155,0.0697,0.6934,0.4632,0.2493,0.3996
17047,Illinois,Edwards,0.0376,0.1869,0.2735,0.7192,0.1108,0.2939,0.1172,0.0891,0.1901
17049,Illinois,Effingham,0.0684,0.3731,0.6819,0.3719,0.185,0.3473,0.3091,0.2104,0.1359
17051,Illinois,Fayette,0.2996,0.3922,0.242,0.7147,0.5377,0.3986,0.9029,0.6447,0.5893
17053,Illinois,Ford,0.1671,0.2496,0.582,0.0968,0.1926,0.3814,0.6692,0.2194,0.3295
17055,Illinois,Franklin,0.0691,0.2174,0.4604,0.5164,0.2092,0.8195,0.2139,0.3381,0.5552
17057,Illinois,Fulton,0.2916,0.6157,0.5995,0.1296,0.1961,0.6154,0.8707,0.4346,0.5189
17059,Illinois,Gallatin,0.1054,0.2082,0.086,0.6663,0.1016,0.3626,0.0204,0.0401,0.3766
17061,Illinois,Greene,0.0408,0.0678,0.063,0.4167,0.2614,0.4537,0.531,0.1541,0.3126
17063,Illinois,Grundy,0.4288,0.4973,0.7125,0.1869,0.3018,0.1754,0.0564,0.0716,0.1057
17065,Illinois,Hamilton,0.0022,0.0509,0.2642,0.7488,0.0891,0.234,0.3416,0.1401,0.1385
17067,Illinois,Hancock,0.0509,0.1923,0.2713,0.3085,0.2544,0.2763,0.3524,0.0777,0.0907
17069,Illinois,Hardin,0.2671,0.0,0.0258,0.8348,0.0602,0.7835,0.4629,0.313,0.4521
17071,Illinois,Henderson,0.0564,0.1566,0.0996,0.5466,0.1646,0.0872,0.1054,0.0162,0.1522
17073,Illinois,Henry,0.334,0.5708,0.5947,0.0805,0.0522,0.3626,0.3623,0.0758,0.1515
17075,Illinois,Iroquois,0.3378,0.6622,0.5094,0.1391,0.468,0.2496,0.4005,0.1656,0.3566
17077,Illinois,Jackson,0.6412,0.5107,0.9421,0.4935,0.106,0.9312,0.8832,0.8943,0.5568
17079,Illinois,Jasper,0.0185,0.0487,0.4021,0.5116,0.0159,0.0497,0.084,0.0204,0.0315
17081,Illinois,Jefferson,0.4613,0.2483,0.7806,0.717,0.5123,0.7972,0.8529,0.9634,0.8087
17083,Illinois,Jersey,0.0729,0.3168,0.4352,0.3085,0.1044,0.234,0.7765,0.1939,0.1503
17085,Illinois,Jo Daviess,0.1538,0.3082,0.3228,0.1869,0.1576,0.4734,0.1299,0.0449,0.0385
17087,Illinois,Johnson,0.4648,0.1019,0.2378,0.7829,0.3114,0.4187,0.9745,0.602,0.4855
17089,Illinois,Kane,0.8271,0.9589,0.8287,0.0223,0.88,0.313,0.1827,0.3413,0.4394
17091,Illinois,Kankakee,0.6743,0.6937,0.7205,0.3155,0.3282,0.7182,0.8071,0.6966,0.7307
17093,Illinois,Kendall,0.6791,0.8456,0.7358,0.0032,0.4954,0.015,0.0252,0.0455,0.1086
17095,Illinois,Knox,0.5151,0.4556,0.8411,0.1751,0.2767,0.8771,0.8997,0.7835,0.6336
17097,Illinois,Lake,0.7749,0.9198,0.9004,0.0605,0.6956,0.2763,0.6078,0.5021,0.3502
17099,Illinois,LaSalle,0.4502,0.6332,0.6415,0.1869,0.1624,0.5339,0.6514,0.319,0.3973
17101,Illinois,Lawrence,0.6132,0.6753,0.6065,0.4429,0.7911,0.3986,0.992,0.8571,0.7985
17103,Illinois,Lee,0.4394,0.5629,0.6472,0.1869,0.3709,0.4877,0.916,0.5393,0.3448
17105,Illinois,Livingston,0.384,0.383,0.6593,0.2455,0.2413,0.5985,0.9118,0.5648,0.397
17107,Illinois,Logan,0.5839,0.1799,0.6202,0.1461,0.0923,0.5985,0.9825,0.447,0.3938
17109,Illinois,McDonough,0.4091,0.355,0.9086,0.3037,0.5244,0.788,0.9554,0.9287,0.5154
17111,Illinois,McHenry,0.5374,0.802,0.6326,0.0223,0.4247,0.1076,0.0487,0.0398,0.0812
17113,Illinois,McLean,0.5743,0.5934,0.9503,0.1691,0.3766,0.5495,0.781,0.6619,0.1933
17115,Illinois,Macon,0.6151,0.2588,0.8656,0.0968,0.3346,0.8848,0.7138,0.7001,0.6301
17117,Illinois,Macoupin,0.0605,0.2273,0.3454,0.3779,0.3547,0.3814,0.511,0.2343,0.2658
17119,Illinois,Madison,0.4674,0.2658,0.6543,0.1229,0.1751,0.5985,0.5129,0.27,0.2165
17121,Illinois,Marion,0.3069,0.3919,0.5142,0.7026,0.5489,0.7182,0.5123,0.7507,0.7227
17123,Illinois,Marshall,0.1487,0.283,0.1831,0.134,0.1547,0.2038,0.5753,0.0411,0.0455
17125,Illinois,Mason,0.0468,0.0898,0.134,0.4253,0.121,0.5801,0.3983,0.134,0.3066
17127,Illinois,Massac,0.3919,0.2891,0.5272,0.7829,0.3719,0.8472,0.5533,0.7902,0.7189
17129,Illinois,Menard,0.086,0.0,0.4897,0.2404,0.4897,0.2206,0.2432,0.142,0.1019
17131,Illinois,Mercer,0.0837,0.092,0.4527,0.1493,0.07,0.3986,0.3792,0.0755,0.0646
17133,Illinois,Monroe,0.0487,0.1223,0.3871,0.1229,0.0942,0.1404,0.1095,0.0105,0.0003
17135,Illinois,Montgomery,0.397,0.0716,0.4492,0.3862,0.2512,0.5193,0.9774,0.5282,0.439
17137,Illinois,Morgan,0.3846,0.3744,0.8112,0.3212,0.1929,0.6425,0.9363,0.7042,0.4623
17139,Illinois,Moultrie,0.0223,0.3117,0.4795,0.2302,0.6969,0.9093,0.5925,0.7065,0.3515
17141,Illinois,Ogle,0.4222,0.7797,0.6087,0.1659,0.4327,0.3986,0.1789,0.1719,0.2617
17143,Illinois,Peoria,0.6925,0.6065,0.9265,0.063,0.3941,0.8848,0.6418,0.7077,0.5511
17145,Illinois,Perry,0.4511,0.1229,0.7151,0.5699,0.0876,0.4187,0.9395,0.6052,0.4846
17147,Illinois,Piatt,0.0497,0.0786,0.3855,0.1229,0.0261,0.0372,0.0433,0.0032,0.0029
17149,Illinois,Pike,0.1108,0.0923,0.1219,0.4101,0.178,0.4537,0.7122,0.2012,0.2849
17151,Illinois,Pope,0.3324,0.0,0.0936,0.8348,0.2337,0.5033,0.8704,0.4995,0.4776
17153,Illinois,Pulaski,0.774,0.2216,0.3725,0.8138,0.1114,0.957,0.0427,0.376,0.738
17155,Illinois,Putnam,0.2627,0.6014,0.0277,0.219,0.2127,0.042,0.0185,0.0013,0.0213
17157,Illinois,Randolph,0.4795,0.2022,0.2518,0.5737,0.1414,0.3473,0.9513,0.3572,0.2843
17159,Illinois,Richland,0.0987,0.0805,0.5629,0.5046,0.4085,0.6425,0.5078,0.5482,0.398
17161,Illinois,Rock Island,0.6628,0.8383,0.8911,0.134,0.6059,0.7835,0.6915,0.8036,0.6676
17163,Illinois,St. Clair,0.7867,0.4234,0.7558,0.2709,0.3855,0.872,0.3422,0.5486,0.5435
17165,Illinois,Saline,0.3056,0.5345,0.4381,0.6138,0.5657,0.8322,0.5565,0.7533,0.8309
17167,Illinois,Sangamon,0.5571,0.3442,0.843,0.2346,0.3082,0.766,0.5317,0.5788,0.3855
17169,Illinois,Schuyler,0.2178,0.3228,0.2633,0.5342,0.0544,0.0621,0.9475,0.1958,0.3604
17171,Illinois,Scott,0.0242,0.2295,0.0395,0.4578,0.3072,0.5033,0.148,0.0764,0.1684
17173,Illinois,Shelby,0.0159,0.1032,0.3715,0.5116,0.2964,0.2496,0.1554,0.1076,0.0952
17175,Illinois,Stark,0.0595,0.1114,0.0,0.1605,0.1757,0.234,0.4416,0.0178,0.0968
17177,Illinois,Stephenson,0.5142,0.2951,0.7784,0.1815,0.0739,0.8472,0.4543,0.3967,0.5059
17179,Illinois,Tazewell,0.1926,0.1936,0.7128,0.0745,0.2569,0.3298,0.4947,0.1993,0.0716
17181,Illinois,Union,0.3212,0.3967,0.4963,0.6663,0.6393,0.3814,0.6794,0.68,0.5279
17183,Illinois,Vermilion,0.5836,0.4706,0.7603,0.2346,0.3308,0.9064,0.702,0.7233,0.7953
17185,Illinois,Wabash,0.1286,0.4199,0.7727,0.489,0.3515,0.6934,0.0914,0.4266,0.3617
17187,Illinois,Warren,0.49,0.8274,0.5247,0.1751,0.7899,0.4537,0.873,0.6552,0.6017
17189,Illinois,Washington,0.0697,0.3069,0.277,0.5116,0.3566,0.0497,0.4594,0.1321,0.0713
17191,Illinois,Wayne,0.0535,0.4397,0.4091,0.8348,0.4011,0.5339,0.043,0.3391,0.3419
17193,Illinois,White,0.0401,0.4308,0.2181,0.5807,0.3464,0.766,0.6275,0.5008,0.5119
17195,Illinois,Whiteside,0.4881,0.5068,0.6794,0.1566,0.2697,0.7049,0.467,0.3639,0.4024
17197,Illinois,Will,0.7514,0.8558,0.7501,0.0509,0.5218,0.1624,0.2725,0.1614,0.2209
17199,Illinois,Williamson,0.3496,0.3426,0.4874,0.4015,0.1897,0.6425,0.6676,0.4234,0.4091
17201,Illinois,Winnebago,0.6937,0.8032,0.8217,0.063,0.5202,0.788,0.3467,0.5018,0.6743
17203,Illinois,Woodford,0.1,0.0853,0.3836,0.1296,0.135,0.2939,0.6371,0.1035,0.0245
18001,Indiana,Adams,0.2232,0.6874,0.7755,0.113,0.901,0.9226,0.4072,0.8118,0.6237
18003,Indiana,Allen,0.6422,0.7956,0.8844,0.1493,0.4718,0.6425,0.3766,0.4954,0.5441
18005,Indiana,Bartholomew,0.5123,0.7603,0.8007,0.3295,0.6947,0.263,0.2356,0.389,0.3196
18007,Indiana,Benton,0.2646,0.497,0.1821,0.1691,0.4371,0.0872,0.3276,0.036,0.2413
18009,Indiana,Blackford,0.0901,0.3855,0.5384,0.4056,0.3219,0.8071,0.2881,0.4104,0.5161
18011,Indiana,Boone,0.2939,0.4887,0.766,0.1605,0.3359,0.2038,0.1678,0.1242,0.0433
18013,Indiana,Brown,0.0856,0.2235,0.2557,0.3566,0.4374,0.0621,0.1429,0.0427,0.0589
18015,Indiana,Carroll,0.1977,0.5677,0.1882,0.3518,0.496,0.3473,0.0602,0.0745,0.2003
18017,Indiana,Cass,0.5562,0.9153,0.4113,0.2114,0.7415,0.7475,0.6511,0.6234,0.71
18019,Indiana,Clark,0.5056,0.5043,0.8395,0.2404,0.1936,0.5339,0.3846,0.3257,0.2967
18021,Indiana,Clay,0.0525,0.2818,0.4992,0.3922,0.5365,0.4877,0.3782,0.3741,0.3875
18023,Indiana,Clinton,0.5196,0.8698,0.6877,0.1691,0.5138,0.3814,0.5018,0.3537,0.5078
18025,Indiana,Crawford,0.0579,0.1334,0.2929,0.8192,0.2388,0.313,0.1506,0.1783,0.4661
18027,Indiana,Daviess,0.2706,0.5301,0.6867,0.3566,0.6422,0.9761,0.4413,0.8013,0.6116
18029,Indiana,Dearborn,0.063,0.1162,0.7319,0.1086,0.3413,0.1261,0.2397,0.0961,0.0783
18031,Indiana,Decatur,0.1305,0.3352,0.5527,0.3037,0.4925,0.1519,0.3216,0.1808,0.2837
18033,Indiana,DeKalb,0.1359,0.277,0.6695,0.3824,0.2114,0.3814,0.2117,0.1929,0.2445
18035,Indiana,Delaware,0.4311,0.3238,0.8179,0.2076,0.142,0.7475,0.8618,0.632,0.5629
18037,Indiana,Dubois,0.3123,0.751,0.6285,0.2964,0.659,0.1404,0.5686,0.3734,0.2136
18039,Indiana,Elkhart,0.6326,0.8879,0.8421,0.326,0.7447,0.8424,0.4432,0.844,0.808
18041,Indiana,Fayette,0.0879,0.177,0.6552,0.219,0.3782,0.872,0.4438,0.518,0.6679
18043,Indiana,Floyd,0.4059,0.5552,0.8138,0.0672,0.1369,0.5645,0.418,0.2451,0.2547
18045,Indiana,Fountain,0.1047,0.4495,0.1646,0.4779,0.2315,0.2206,0.2066,0.0484,0.2264
18047,Indiana,Franklin,0.0245,0.0665,0.432,0.4117,0.3582,0.1624,0.1267,0.0831,0.1299
18049,Indiana,Fulton,0.2792,0.5829,0.3263,0.5833,0.0847,0.5495,0.2136,0.1611,0.3674
18051,Indiana,Gibson,0.1917,0.2674,0.609,0.5667,0.5727,0.234,0.5922,0.5212,0.2585
18053,Indiana,Grant,0.4741,0.2238,0.7472,0.2763,0.2521,0.8274,0.8943,0.7514,0.7205
18055,Indiana,Greene,0.0341,0.2139,0.4772,0.8192,0.7641,0.4358,0.1414,0.5552,0.4276
18057,Indiana,Hamilton,0.4925,0.5992,0.8526,0.0605,0.1102,0.042,0.0465,0.0248,0.0271
18059,Indiana,Hancock,0.2401,0.2209,0.595,0.057,0.0815,0.0974,0.135,0.0137,0.0274
18061,Indiana,Harrison,0.0866,0.1487,0.405,0.6164,0.3496,0.1624,0.0869,0.1194,0.1971
18063,Indiana,Hendricks,0.4534,0.5005,0.6921,0.0462,0.269,0.0239,0.4031,0.0723,0.0704
18065,Indiana,Henry,0.2124,0.1917,0.6874,0.1691,0.0713,0.3626,0.8746,0.3117,0.4311
18067,Indiana,Howard,0.4623,0.4037,0.7985,0.1659,0.0621,0.7475,0.2977,0.2744,0.5021
18069,Indiana,Huntington,0.1226,0.2136,0.4763,0.2018,0.2159,0.3626,0.7574,0.2502,0.1394
18071,Indiana,Jackson,0.3642,0.7549,0.5852,0.5259,0.4788,0.3986,0.3989,0.4228,0.4712
18073,Indiana,Jasper,0.304,0.4231,0.3556,0.1964,0.4674,0.1907,0.6558,0.1983,0.2302
18075,Indiana,Jay,0.1385,0.3413,0.2786,0.3085,0.7533,0.8195,0.2786,0.4457,0.5915
18077,Indiana,Jefferson,0.2458,0.2853,0.4126,0.4976,0.7529,0.5801,0.8975,0.8223,0.5581
18079,Indiana,Jennings,0.12,0.1592,0.1834,0.7335,0.5342,0.5645,0.2627,0.3645,0.4193
18081,Indiana,Johnson,0.3394,0.4104,0.866,0.1184,0.4597,0.1624,0.4139,0.2537,0.1614
18083,Indiana,Knox,0.2563,0.1493,0.7224,0.3403,0.212,0.7182,0.8653,0.6775,0.4225
18085,Indiana,Kosciusko,0.3945,0.7077,0.5661,0.5667,0.581,0.5193,0.517,0.617,0.4139
18087,Indiana,LaGrange,0.1847,0.8364,0.1614,0.3212,0.9195,0.9936,0.1248,0.4938,0.4222
18089,Indiana,Lake,0.8583,0.7905,0.8481,0.0509,0.6387,0.8195,0.2222,0.5253,0.7278
18091,Indiana,LaPorte,0.5715,0.5498,0.7803,0.2114,0.5645,0.7972,0.9023,0.8637,0.6813
18093,Indiana,Lawrence,0.0831,0.2697,0.4986,0.4935,0.4152,0.263,0.3668,0.2607,0.2929
18095,Indiana,Madison,0.4747,0.4578,0.6269,0.2499,0.2642,0.766,0.8115,0.5985,0.639
18097,Indiana,Marion,0.8335,0.8628,0.9443,0.063,0.5743,0.8848,0.4648,0.7205,0.8032
18099,Indiana,Marshall,0.4085,0.7533,0.5578,0.3403,0.8943,0.6587,0.4142,0.6816,0.5759
18101,Indiana,Martin,0.0258,0.0,0.1108,0.7058,0.2674,0.5033,0.2018,0.1722,0.1796
18103,Indiana,Miami,0.3747,0.1818,0.3887,0.4734,0.4693,0.2496,0.852,0.4438,0.5056
18105,Indiana,Monroe,0.5011,0.625,0.9624,0.2499,0.2334,0.7182,0.9328,0.7985,0.3531
18107,Indiana,Montgomery,0.2779,0.6934,0.6033,0.3085,0.1875,0.3298,0.7052,0.2993,0.3553
18109,Indiana,Morgan,0.0608,0.1958,0.4311,0.3085,0.4801,0.263,0.2429,0.1538,0.1566
18111,Indiana,Newton,0.298,0.6469,0.3384,0.1025,0.2814,0.0786,0.3607,0.0296,0.2365
18113,Indiana,Noble,0.4177,0.7752,0.5817,0.4279,0.78,0.3986,0.4132,0.5345,0.5626
18115,Indiana,Ohio,0.042,0.0,0.625,0.4429,0.1468,0.2038,0.1226,0.0946,0.0576
18117,Indiana,Orange,0.1009,0.1057,0.5454,0.7864,0.6765,0.6705,0.3327,0.7552,0.6043
18119,Indiana,Owen,0.0541,0.3649,0.228,0.8418,0.7845,0.1175,0.1146,0.2795,0.3372
18121,Indiana,Parke,0.1566,0.2544,0.1398,0.5963,0.6294,0.5033,0.9191,0.6399,0.3989
18123,Indiana,Perry,0.1834,0.0799,0.6422,0.5466,0.079,0.313,0.9188,0.4826,0.2913
18125,Indiana,Pike,0.0353,0.0,0.1805,0.5833,0.0293,0.1175,0.4986,0.0669,0.107
18127,Indiana,Porter,0.504,0.4559,0.7485,0.2257,0.4772,0.1754,0.56,0.3228,0.1837
18129,Indiana,Posey,0.0678,0.1277,0.391,0.3295,0.2846,0.1754,0.1815,0.0618,0.0201
18131,Indiana,Pulaski,0.1652,0.1216,0.1273,0.6164,0.391,0.1261,0.3069,0.1009,0.2502
18133,Indiana,Putnam,0.2974,0.3773,0.4136,0.4368,0.5584,0.2038,0.9704,0.5279,0.3082
18135,Indiana,Randolph,0.2149,0.51,0.4333,0.2964,0.0525,0.4358,0.3655,0.1067,0.4358
18137,Indiana,Ripley,0.0971,0.1394,0.7711,0.2824,0.7278,0.2939,0.4285,0.4858,0.2811
18139,Indiana,Rush,0.0656,0.0815,0.532,0.134,0.0287,0.5801,0.2458,0.0911,0.2856
18141,Indiana,St. Joseph,0.6539,0.7039,0.8968,0.0672,0.3429,0.788,0.7883,0.6931,0.6415
18143,Indiana,Scott,0.0662,0.3142,0.5275,0.6944,0.0185,0.1907,0.3827,0.178,0.2652
18145,Indiana,Shelby,0.2655,0.5587,0.6399,0.1605,0.5091,0.5339,0.3954,0.3483,0.3607
18147,Indiana,Spencer,0.1321,0.3394,0.3566,0.5387,0.348,0.1907,0.3324,0.1649,0.1175
18149,Indiana,Starke,0.1729,0.2942,0.2206,0.3862,0.539,0.3473,0.0245,0.0901,0.3661
18151,Indiana,Steuben,0.2057,0.5473,0.6348,0.5498,0.1375,0.2939,0.7631,0.4196,0.2703
18153,Indiana,Sullivan,0.2837,0.1691,0.6905,0.6845,0.7908,0.5033,0.9319,0.9551,0.6778
18155,Indiana,Switzerland,0.064,0.2521,0.3359,0.7743,0.7861,0.3473,0.1799,0.4394,0.611
18157,Indiana,Tippecanoe,0.602,0.7609,0.9634,0.1025,0.5072,0.7049,0.9096,0.8399,0.4897
18159,Indiana,Tipton,0.1089,0.4543,0.3916,0.3824,0.1388,0.2038,0.3448,0.0774,0.1312
18161,Indiana,Union,0.0758,0.0,0.5772,0.482,0.1401,0.2939,0.1372,0.1226,0.1286
18163,Indiana,Vanderburgh,0.503,0.4352,0.9153,0.1086,0.5103,0.7972,0.7466,0.7867,0.5196
18165,Indiana,Vermillion,0.0309,0.2165,0.5215,0.3518,0.1277,0.5033,0.3295,0.1843,0.3053
18167,Indiana,Vigo,0.4639,0.3961,0.8227,0.1751,0.49,0.8274,0.9134,0.8561,0.6918
18169,Indiana,Wabash,0.1738,0.3063,0.5005,0.219,0.1684,0.3626,0.8516,0.2856,0.2821
18171,Indiana,Warren,0.0449,0.2219,0.0742,0.2869,0.5791,0.0551,0.1764,0.0302,0.0637
18173,Indiana,Warrick,0.2531,0.3817,0.6523,0.219,0.4699,0.0872,0.2687,0.1445,0.0831
18175,Indiana,Washington,0.0296,0.1022,0.2617,0.7864,0.4569,0.3814,0.1656,0.2665,0.3919
18177,Indiana,Wayne,0.4011,0.574,0.8048,0.1964,0.4225,0.9134,0.7571,0.7962,0.7816
18179,Indiana,Wells,0.1363,0.2904,0.673,0.2795,0.0707,0.2038,0.4982,0.1535,0.1789
18181,Indiana,White,0.354,0.7316,0.2184,0.5342,0.4632,0.1175,0.2483,0.1054,0.2292
18183,Indiana,Whitley,0.0933,0.086,0.6453,0.2824,0.2553,0.1261,0.2897,0.1117,0.093
19001,Iowa,Adair,0.0366,0.0643,0.3149,0.1229,0.1146,0.234,0.5415,0.0541,0.0506
19003,Iowa,Adams,0.0398,0.1328,0.2677,0.2709,0.0172,0.1261,0.7459,0.0694,0.0411
19005,Iowa,Allamakee,0.3139,0.7564,0.5887,0.5833,0.5008,0.2206,0.6087,0.4849,0.2878
19007,Iowa,Appanoose,0.0888,0.341,0.653,0.3824,0.4005,0.7835,0.2716,0.4782,0.3629
19009,Iowa,Audubon,0.0261,0.1547,0.0688,0.0509,0.0347,0.2763,0.5772,0.0169,0.0194
19011,Iowa,Benton,0.0436,0.2534,0.4034,0.1025,0.1923,0.2939,0.2846,0.0458,0.0252
19013,Iowa,Black Hawk,0.5333,0.6944,0.9019,0.1391,0.3559,0.6587,0.7752,0.6648,0.3801
19015,Iowa,Boone,0.1614,0.4476,0.8252,0.1691,0.5985,0.263,0.7061,0.5148,0.1777
19017,Iowa,Bremer,0.1146,0.3126,0.602,0.0745,0.0608,0.1175,0.8628,0.1509,0.0216
19019,Iowa,Buchanan,0.0544,0.447,0.3922,0.2076,0.107,0.5033,0.3961,0.1133,0.0551
19021,Iowa,Buena Vista,0.7851,0.979,0.7736,0.1493,0.9608,0.3298,0.815,0.7638,0.7004
19023,Iowa,Butler,0.0293,0.0567,0.4664,0.0745,0.2486,0.1175,0.411,0.0513,0.0223
19025,Iowa,Calhoun,0.1608,0.1111,0.5782,0.0462,0.2735,0.2763,0.8854,0.269,0.163
19027,Iowa,Carroll,0.1121,0.1429,0.7507,0.0146,0.0474,0.3298,0.5218,0.1369,0.0739
19029,Iowa,Cass,0.0981,0.3257,0.6807,0.0694,0.0255,0.7475,0.5817,0.2869,0.256
19031,Iowa,Cedar,0.0885,0.219,0.3101,0.2076,0.0557,0.1404,0.4148,0.0264,0.0111
19033,Iowa,Cerro Gordo,0.312,0.439,0.8169,0.0805,0.0987,0.7972,0.6562,0.4511,0.2257
19035,Iowa,Cherokee,0.199,0.4378,0.8071,0.0723,0.0306,0.5645,0.7342,0.3337,0.1799
19037,Iowa,Chickasaw,0.0624,0.5556,0.6176,0.093,0.0538,0.3298,0.382,0.0799,0.1258
19039,Iowa,Clarke,0.475,0.8303,0.5664,0.3719,0.6581,0.5495,0.5075,0.5629,0.4925
19041,Iowa,Clay,0.2015,0.5396,0.8061,0.0462,0.5677,0.4877,0.4925,0.4273,0.2471
19043,Iowa,Clayton,0.072,0.4365,0.5263,0.3629,0.4479,0.3814,0.4791,0.3282,0.1897
19045,Iowa,Clinton,0.3085,0.1952,0.8456,0.093,0.0337,0.6425,0.4795,0.284,0.2388
19047,Iowa,Crawford,0.7182,0.9459,0.7412,0.2257,0.809,0.2206,0.6813,0.574,0.7103
19049,Iowa,Dallas,0.4499,0.7507,0.9217,0.0888,0.4572,0.1175,0.0936,0.1404,0.0538
19051,Iowa,Davis,0.0264,0.3868,0.2174,0.2763,0.9179,0.9491,0.2614,0.546,0.4479
19053,Iowa,Decatur,0.2579,0.5855,0.7109,0.3442,0.6437,0.9376,0.9233,0.9507,0.7533
19055,Iowa,Delaware,0.022,0.3594,0.4343,0.1815,0.1964,0.1519,0.2999,0.0436,0.0649
19057,Iowa,Des Moines,0.4082,0.2592,0.7408,0.2404,0.3225,0.5985,0.439,0.3989,0.4167
19059,Iowa,Dickinson,0.0611,0.2152,0.8571,0.3862,0.1032,0.5801,0.3305,0.355,0.0684
19061,Iowa,Dubuque,0.3037,0.3734,0.8322,0.1605,0.1324,0.5193,0.788,0.4432,0.1939
19063,Iowa,Emmet,0.4094,0.7727,0.5718,0.1461,0.3372,0.3986,0.9007,0.4072,0.3677
19065,Iowa,Fayette,0.1897,0.3165,0.4938,0.1493,0.1238,0.3298,0.7593,0.1923,0.1993
19067,Iowa,Floyd,0.2486,0.2677,0.4384,0.0509,0.4234,0.7284,0.4998,0.3031,0.2579
19069,Iowa,Franklin,0.4569,0.6877,0.3244,0.063,0.2079,0.3298,0.398,0.0525,0.3235
19071,Iowa,Fremont,0.1318,0.1082,0.093,0.2302,0.319,0.3298,0.5148,0.0821,0.0786
19073,Iowa,Greene,0.1273,0.3843,0.3107,0.0369,0.085,0.6425,0.3862,0.077,0.1541
19075,Iowa,Grundy,0.0252,0.1054,0.2719,0.0968,0.1595,0.234,0.2241,0.0146,0.0054
19077,Iowa,Guthrie,0.1025,0.405,0.4358,0.1296,0.4855,0.1076,0.3789,0.0939,0.0958
19079,Iowa,Hamilton,0.3556,0.5731,0.7284,0.0672,0.2821,0.234,0.32,0.1235,0.1238
19081,Iowa,Hancock,0.2089,0.4282,0.5587,0.1605,0.072,0.1624,0.475,0.0697,0.0503
19083,Iowa,Hardin,0.2693,0.4954,0.4062,0.0968,0.2359,0.3814,0.8134,0.2213,0.1124
19085,Iowa,Harrison,0.056,0.0659,0.5177,0.1869,0.1363,0.2939,0.5088,0.128,0.079
19087,Iowa,Henry,0.3938,0.631,0.61,0.2824,0.3693,0.3473,0.8883,0.4814,0.4021
19089,Iowa,Howard,0.0417,0.249,0.4524,0.1025,0.0449,0.5495,0.6189,0.1662,0.1468
19091,Iowa,Humboldt,0.1872,0.4505,0.6113,0.0745,0.022,0.2206,0.205,0.0271,0.1168
19093,Iowa,Ida,0.0786,0.0583,0.6071,0.0509,0.0197,0.5339,0.4623,0.1394,0.0767
19095,Iowa,Iowa,0.0952,0.2515,0.5059,0.1815,0.1512,0.1519,0.546,0.0933,0.0519
